fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productquantity,productprice,productsku,v2productname,v2productcategory,productvariant,currencycode,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option
1.85E+18,Organic Search,608246,United States,not available in demo dataset,NULL,NULL,608246,6,2,2017-07-20,1500610270,PAGE,NULL,50,GGOEGBPB081999,UpCycled Bike Saddle Bag,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.62E+18,Organic Search,0,United States,Mountain View,NULL,NULL,0,1,NULL,2017-06-05,1496681011,PAGE,NULL,19,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.28E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-07,1499471528,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.55E+18,Referral,7105,United States,Mountain View,NULL,NULL,7105,3,NULL,2017-05-23,1495558110,PAGE,NULL,3,GGOEGCBQ016499,SPF-15 Slim & Slender Lip Balm,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.97E+17,Referral,4825,United States,Mountain View,NULL,NULL,4825,4,2,2017-07-11,1499806603,PAGE,NULL,7,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Home/Electronics/Electronics Accessories/,(not set),USD,NULL,NULL,Accessories | Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.93E+18,Organic Search,113434,United States,not available in demo dataset,NULL,NULL,113434,4,NULL,2017-05-30,1496206144,PAGE,NULL,17,GGOEGAAX0279,Google Women's Short Sleeve Hero Tee White,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
2.95E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-13,1500005134,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.98E+18,Paid Search,341838,United States,not available in demo dataset,NULL,NULL,341838,8,NULL,2017-06-06,1496754529,PAGE,NULL,2,GGOEGFYQ016599,Foam Can and Bottle Cooler,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.50E+18,Direct,1846,Denmark,not available in demo dataset,NULL,NULL,1846,2,NULL,2017-07-02,1499039497,PAGE,NULL,56,GGOEGETB023799,Google Power Bank,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.38E+18,Organic Search,9070,United States,not available in demo dataset,NULL,NULL,9070,3,1,2017-07-06,1499365727,PAGE,NULL,20,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.83E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-12,1497305170,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.56E+18,Organic Search,82786,United States,not available in demo dataset,NULL,NULL,82786,5,NULL,2017-05-11,1494517253,PAGE,NULL,4,GGOEAKDH019899,Windup Android,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.96E+18,Organic Search,0,Canada,not available in demo dataset,NULL,NULL,0,1,1,2017-07-22,1500787004,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.98E+18,Organic Search,0,Japan,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-06,1494080437,PAGE,NULL,21,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.26E+17,Referral,71248,United States,Sunnyvale,NULL,NULL,71248,8,NULL,2017-05-22,1495478419,PAGE,NULL,79,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Home/Nest/Nest-USA/,(not set),NULL,NULL,NULL,Nest-USA,NULL,/google+redesign/,2,1,NULL
9.57E+18,Organic Search,171910,South Korea,Seoul,NULL,NULL,171910,5,NULL,2017-05-25,1495696331,PAGE,NULL,2,GGOEYFKQ020699,YouTube Custom Decals,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
3.02E+18,Organic Search,13495,United States,Seattle,NULL,NULL,13495,3,NULL,2017-05-05,1493993618,PAGE,NULL,5,GGOEGBFC018799,Electronics Accessory Pouch,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.64E+18,Organic Search,52317,United States,not available in demo dataset,NULL,NULL,52317,6,NULL,2017-05-29,1496117271,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.27E+18,Referral,53582,United States,Mountain View,NULL,NULL,53582,2,NULL,2017-05-15,1494879140,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.56E+17,Organic Search,0,France,Paris,NULL,NULL,0,1,1,2017-07-07,1499418253,PAGE,NULL,20,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.84E+18,Organic Search,0,United States,Los Angeles,NULL,NULL,0,1,1,2017-07-30,1501457056,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.95E+18,Direct,60137,Ukraine,not available in demo dataset,NULL,NULL,60137,2,NULL,2017-05-11,1494522036,PAGE,NULL,40,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.11E+18,Direct,106733,United States,San Francisco,NULL,NULL,106733,2,NULL,2017-05-11,1494523441,PAGE,NULL,250,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),USD,NULL,NULL,Gift Cards | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.45E+16,Organic Search,67667,United States,Los Angeles,NULL,NULL,67667,6,1,2017-07-31,1501567436,PAGE,NULL,38,GGOEGEHQ072599,Google 4400mAh Power Bank,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.07E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,3,NULL,2017-05-27,1495925215,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.08E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-14,1497455348,PAGE,NULL,19,GGOEGHPJ080310,Google Blackout Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.79E+18,Direct,73790,United States,New York,NULL,NULL,73790,2,NULL,2017-05-08,1494250321,PAGE,NULL,7,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.60E+17,Direct,48117,United States,not available in demo dataset,NULL,NULL,48117,4,1,2017-07-21,1500667371,EVENT,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),NULL,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,1,1,NULL
4.21E+17,Organic Search,0,Germany,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-29,1496077446,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.91E+18,Referral,241872,United States,San Francisco,NULL,NULL,241872,9,15,2017-07-12,1499892285,PAGE,NULL,249,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
6.23E+17,Referral,693457,United States,Sunnyvale,NULL,NULL,693457,5,2,2017-07-28,1501280317,PAGE,NULL,35,GGOEGCVB072399,Google Executive Umbrella,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.61E+18,Organic Search,0,(not set),not available in demo dataset,NULL,NULL,0,1,NULL,2017-07-01,1498905985,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.48E+18,Direct,52462,United States,not available in demo dataset,NULL,NULL,52462,3,NULL,2017-06-08,1496965233,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.39E+18,Direct,0,Mauritius,not available in demo dataset,NULL,NULL,0,3,1,2017-07-17,1500295729,PAGE,NULL,19,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.28E+16,Organic Search,0,Japan,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-17,1497727028,PAGE,NULL,35,GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.58E+18,Referral,0,United States,Mountain View,NULL,NULL,0,3,NULL,2017-06-29,1498754047,PAGE,NULL,249,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
4.78E+17,Organic Search,0,United States,Orlando,NULL,NULL,0,2,1,2017-07-06,1499370830,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.07E+18,Organic Search,28157,Japan,not available in demo dataset,NULL,NULL,28157,5,NULL,2017-05-10,1494461846,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.77E+18,Direct,59010,France,not available in demo dataset,NULL,NULL,59010,2,NULL,2017-07-01,1498962251,PAGE,NULL,2,GGOEGCKQ013199,1 oz Hand Sanitizer,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.18E+17,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-12,1499902884,PAGE,NULL,2,GGOEGODR017799,Recycled Mouse Pad,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.00E+18,Organic Search,0,United States,San Francisco,NULL,NULL,0,1,NULL,2017-05-22,1495475429,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.59E+18,Direct,291932,United States,not available in demo dataset,NULL,NULL,291932,2,NULL,2017-06-27,1498620101,PAGE,NULL,13,GGOEGDWR015799,Red Shine 15 oz Mug,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.53E+18,Organic Search,48733,India,Bengaluru,NULL,NULL,48733,5,1,2017-07-21,1500702047,PAGE,NULL,23,GGOEGHPB003410,Google Snapback Hat Black,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.75E+18,Referral,328823,Germany,not available in demo dataset,NULL,NULL,328823,5,1,2017-07-14,1500022533,PAGE,NULL,100,GGOEGBRB013899,Google Laptop Backpack,Home/Bags/Backpacks/,(not set),NULL,NULL,NULL,Backpacks | Bags | Google Merchandise Store,NULL,/google+redesign/,2,1,NULL
6.61E+18,Organic Search,37172,United States,Mountain View,NULL,NULL,37172,6,NULL,2017-05-10,1494435275,PAGE,NULL,25,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,(not set),USD,NULL,NULL,Android | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.45E+18,Referral,20079,United States,not available in demo dataset,NULL,NULL,20079,6,NULL,2017-05-10,1494439684,PAGE,NULL,7,GGOEGOBC078699,Google Luggage Tag,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.08E+17,Organic Search,324600,Poland,not available in demo dataset,NULL,NULL,324600,11,2,2017-07-24,1500906847,PAGE,NULL,2,GGOEAFKQ020499,8 pc Android Sticker Sheet,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.41E+18,Organic Search,183505,United States,not available in demo dataset,NULL,NULL,183505,7,2,2017-07-12,1499914863,PAGE,NULL,9,GGOEAOBH078799,Android Luggage Tag,Home/Shop by Brand/Android/,(not set),USD,NULL,NULL,Android | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.52E+18,Organic Search,199517,United States,New York,NULL,NULL,199517,6,NULL,2017-07-02,1499029062,EVENT,NULL,11,GGOEGHPB071610,Google Twill Cap,Home/Apparel/Headgear/,(not set),NULL,NULL,NULL,Headgear | Apparel | Google Merchandise Store,NULL,/google+redesign/,1,1,NULL
8.64E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,4,2,2017-07-13,1499942946,PAGE,NULL,20,GGOEAOCB077499,Android RFID Journal,Home/Office/Notebooks & Journals/,(not set),USD,NULL,NULL,Notebooks & Journals | Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.95E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,1,2017-07-31,1501521148,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.10E+18,Referral,141653,United States,Santa Clara,NULL,NULL,141653,4,2,2017-07-11,1499822955,PAGE,NULL,20,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,(not set),USD,NULL,NULL,Android | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.59E+18,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-20,1495297700,PAGE,NULL,14,GGOEGBCR024399,Google Lunch Bag,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.17E+18,Organic Search,0,Ireland,Dublin,NULL,NULL,0,6,NULL,2017-05-28,1495978065,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.83E+18,Direct,12054,United States,New York,NULL,NULL,12054,2,1,2017-07-05,1499288168,PAGE,NULL,0,9182714,Google Men's Long Sleeve Raglan Ocean Blue,(not set),(not set),USD,NULL,NULL,Google Alpine Style Backpack,NULL,/google+redesign/,0,1,NULL
6.37E+17,Referral,55658,Philippines,not available in demo dataset,NULL,NULL,55658,3,1,2017-07-28,1501306316,PAGE,NULL,70,GGOEGBRJ037399,Google Rucksack,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.21E+16,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,1,2017-07-24,1500919530,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.61E+16,Paid Search,455660,United States,not available in demo dataset,NULL,NULL,455660,8,NULL,2017-05-19,1495228648,PAGE,NULL,3,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.29E+18,Referral,132766,United States,Cambridge,NULL,NULL,132766,4,NULL,2017-05-31,1496261142,PAGE,NULL,24,GGOEGAAX0309,Android Women's Long Sleeve Blended Cardigan Grey,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
7.08E+18,Organic Search,0,Brazil,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-28,1496023275,PAGE,NULL,110,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.18E+17,Organic Search,67519,United States,Mountain View,NULL,NULL,67519,5,NULL,2017-06-09,1497031950,PAGE,NULL,12,GGOEGKWR060810,Google Bib Red,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,NULL,NULL,Toddler | Kids' Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.60E+17,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,1,2017-07-28,1501254164,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.05E+16,Organic Search,27624,United States,not available in demo dataset,NULL,NULL,27624,2,NULL,2017-06-09,1497035943,PAGE,NULL,38,GGOEGEHQ072599,Google 4400mAh Power Bank,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
3.91E+18,Paid Search,38178,United States,not available in demo dataset,NULL,NULL,38178,2,NULL,2017-05-26,1495843210,PAGE,NULL,13,GGOEGESQ016799,Plastic Sliding Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.42E+18,Paid Search,0,Philippines,not available in demo dataset,NULL,NULL,0,2,NULL,2017-05-06,1494135244,PAGE,NULL,100,GGOEGBRB013899,Google Laptop Backpack,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.93E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,NULL,2017-06-27,1498577200,PAGE,NULL,7,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Home/Electronics/Electronics Accessories/,(not set),USD,NULL,NULL,Accessories | Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.90E+18,Organic Search,170978,Spain,Madrid,NULL,NULL,170978,2,NULL,2017-06-27,1498599747,PAGE,NULL,0,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,NULL,NULL,The Google Merchandise Store/Google G Noise-reducing Bluetooth Headphones,NULL,/google+redesign/,0,1,NULL
1.91E+18,Organic Search,0,India,Chennai,NULL,NULL,0,2,1,2017-07-13,1500010892,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.59E+18,Display,18028,United States,not available in demo dataset,NULL,NULL,18028,3,NULL,2017-05-25,1495725132,PAGE,NULL,3,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.57E+18,Organic Search,0,United States,Denver,NULL,NULL,0,3,NULL,2017-07-02,1499039918,PAGE,NULL,11,GGOEGHPB071610,Google Twill Cap,Home/Apparel/Headgear/,(not set),USD,NULL,NULL,Headgear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.86E+18,Paid Search,0,United States,Seattle,NULL,NULL,0,1,NULL,2017-06-26,1498501989,PAGE,NULL,119,GGOENEBQ079099,Nest® Protect Smoke + CO White Battery Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
2.80E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-21,1500655350,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.80E+18,Organic Search,0,Croatia,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-28,1496000381,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.11E+17,Organic Search,0,Philippines,not available in demo dataset,NULL,NULL,0,2,NULL,2017-05-08,1494278337,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.44E+18,Organic Search,70958,United States,not available in demo dataset,NULL,NULL,70958,2,NULL,2017-05-01,1493660689,PAGE,NULL,2,GGOEAFKQ020499,8 pc Android Sticker Sheet,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.43E+16,Referral,163576,United States,Milpitas,NULL,NULL,163576,5,NULL,2017-06-21,1498030405,PAGE,NULL,19,GGOEGAAX0289,Google Women's Short Sleeve Hero Dark Grey,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,NULL,NULL,Women's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.84E+18,Organic Search,47802,Germany,not available in demo dataset,NULL,NULL,47802,3,NULL,2017-05-10,1494421655,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.96E+18,Organic Search,0,Argentina,not available in demo dataset,NULL,NULL,0,1,1,2017-07-28,1501255083,PAGE,NULL,20,GGOEGAAX0330,YouTube Men's Long & Lean Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.07E+18,Direct,841760,Norway,not available in demo dataset,NULL,NULL,841760,2,NULL,2017-05-28,1495973694,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.50E+18,Organic Search,162668,United States,New York,NULL,NULL,162668,2,NULL,2017-06-29,1498780266,PAGE,NULL,30,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.83E+18,Organic Search,36269,United States,not available in demo dataset,NULL,NULL,36269,4,1,2017-07-27,1501166814,PAGE,NULL,100,GGOEGBRA037499,Waterproof Backpack,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.39E+18,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-27,1498594040,PAGE,NULL,4,GGOEAKDH019899,Windup Android,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.47E+18,Organic Search,0,Poland,not available in demo dataset,NULL,NULL,0,4,NULL,2017-06-04,1496582392,PAGE,NULL,20,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.49E+18,Organic Search,0,Netherlands,not available in demo dataset,NULL,NULL,0,1,NULL,2017-07-01,1498921972,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.91E+18,Organic Search,137178,Romania,not available in demo dataset,NULL,NULL,137178,2,NULL,2017-06-29,1498762092,PAGE,NULL,2,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.58E+18,Organic Search,50544,United States,Mountain View,NULL,NULL,50544,3,1,2017-07-06,1499347420,PAGE,NULL,20,GGOEGAAX0366,Google Women's Scoop Neck Tee White,Home/Apparel/Women's/,(not set),USD,NULL,NULL,Women's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
